text;Labeling;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
"Survei Charta Politica &amp; SMRC menunjukkan hasil bhw, masyarakat menjwb setuju dgn pembubaran FPI. 
FPI dinilai kera… https://t.co/olEDYarNnD";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
"RT @Resty23189880: BEM UI: Cabut SKB Pembubaran FPI Dan Maklumat Polri Yang Melarang Konten FPI!

https://t.co/R46zYcwwa6 https://t.co/e9A1…";Negative;;;
"RT @AirinAirin_NZ: Saya Pikir mereka² yg masuk di UI itu adalah org² cerdas..
Ternyata gak semua..!!
.
.
https://t.co/4Svz1RteSm";Positive;;;
"RT @jitoe02: Pakar Kaitkan Pembubaran FPI dengan Kalahnya Ahok di Pilkada, Ferdinand: Dagelan, tak Layak Didengar

Lawan Hoax Neo FPI &amp; Kov…";Positive;;;
"RT @jitoe02: Alasan pembubaran FPI,
AD/ART nya tidak mencantumkan Pancasila,
Anggotanya banyak yg jadi teroris,
Rizieq provokasi dg penggal…";Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
"Isis didukung FPI, dan FPi didukung om @fadlizon ...maka kesimpulannya....<U+0001F923>
https://t.co/5z6IUEr2zL";Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
Hasil survei menunjukan mayoritas responden 91,4% merasa lega setelah HRS ditangkap dan FPI dibubarkan. https://t.co/DoEx0uhdJq;Positive;;;
"RT @Widyarenee: Ciseeng, Jawa Barat...
Mendukung Pembubaran FPI ya, Ustad. Semoga anggota FPI belajar agama lagi deh di masjid2 yg adem Ula…";Positive;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @MrsRachelIn: Katanya Intelektual, selain protes Pembubaran fpi, pernah ga bem ui membri nasihat pd fpi agar tdk melanggar konstitusi<U+2753>
L…";Negative;;;
"RT @conan_idn: Kalau kapasitas otak gak peduli bahkan gak paham demokrasi, ya pasti kalian @BEMUI_Official akan dituduh macam2.
Ya sudahlah…";Negative;;;
Pembubaran FPI sudah tepat karena pemerintah mengacu berdasarkan uu dan juga keputusan tentang pembubaran FPI didas… https://t.co/UTbZpWeweC;Positive;;;
"Ciseeng, Jawa Barat...
Mendukung Pembubaran FPI ya, Ustad. Semoga anggota FPI belajar agama lagi deh di masjid2 yg… https://t.co/AUxesXXdTC";Positive;;;
"RT @selfmirror_: 2. Pernyataan ini menanggapi adanya aksi deklarasi ormas Front Persatuan Islam (FPI).

Karo Penmas Divisi Humas Polri Brig…";Positive;;;
"Kalau kapasitas otak gak peduli bahkan gak paham demokrasi, ya pasti kalian @BEMUI_Official akan dituduh macam2.
Ya… https://t.co/b2jebYlqIM";Positive;;;
Pembubaran FPI oleh pemerintah masih menjadi kontroversi di kalangan masyarakat dan praktisi. Segala bentuk kegiata… https://t.co/8Hp0MMlqFp;Positive;;;
"https://t.co/JRaAjJwmm6

Lawan Hoax Neo FPI &amp; Kovid
#BasmiKelompokProTerorisme";Negative;;;
RT @Markonah76: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetap…;Positive;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Negative;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @seruanhl: Eks Juru Bicara Jokowi-Maruf Amin Dedek Prayudi alias Dedek Uki membongkar borok efpei hingga dibubarkan. Dia mengomentari pe…;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @seruanhl: Keputusan pemerintah membubarkan Front Pembela Islam (efpei) dan melarang berbagai kegiatan efpei masih menuai prokontra.

La…";Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
"RT @denni_sauya: Perdebatan soal Pembubaran FPI Diakhiri..

Dari fakta-fakta di lapangan, sudah sewajarnya FPI dibubarkan. Banyak kegiatann…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @jitoe02: Sahroni Minta Perdebatan soal Pembubaran FPI Diakhiri

Lawan Hoax Neo FPI &amp; Kovid
#BasmiKelompokProTerorisme
 https://t.co/cl1…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @seruanhl: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetapka…;Positive;;;
"RT @OvanGhozali: Pancasila dihadapkan dlm pembubaran HTI &amp; FPI.

Menunggu Pancasila dihadapkan pada:
- Polugri AS &amp; China
- Para Kapitalis/…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
"RT @geloraco: Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/UEO2AHcsfR";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @Markonah76: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetap…;Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
"RT @seruanhl: ""Pembubaran efpei ini sudah sangat komprehensif, jadi marilah kita akhiri perdebatan tentang dasar hukum, karena langkah peme…";Positive;;;
RT @seruanhl: Menanggapi prokontra ini, Wakil Ketua Komisi III DPR Ahmad Sahroni menyarankan sebaiknya perdebatan terkait legal atau tidakn…;Positive;;;
RT @seruanhl: Banyak pihak yang mendukung keputusan ini, namun banyak juga yang mempertanyakan, khususnya dari segi legalitas pembubaran.…;Positive;;;
"RT @seruanhl: Keputusan pemerintah membubarkan Front Pembela Islam (efpei) dan melarang berbagai kegiatan efpei masih menuai prokontra.

La…";Positive;;;
"RT @eko_kuntadhi: Susah sekali kita membedakan mana suara BEM UI, mana suara PKS. Selalu senada... 

https://t.co/Kd2wBhDS9F";Positive;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @seruanhl: Eks Juru Bicara Jokowi-Maruf Amin Dedek Prayudi alias Dedek Uki membongkar borok efpei hingga dibubarkan. Dia mengomentari pe…;Positive;;;
"RT @seruanhl: Keputusan pemerintah membubarkan Front Pembela Islam (efpei) dan melarang berbagai kegiatan efpei masih menuai prokontra.

La…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
"RT @SirianaGde: Bubarin FPI blunder besar Jokowi
https://t.co/OjAhhhQmu9";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @Markonah76: Fpi dah hilang gak perlu dibahas,
Kalau mau bahas fpi yang baru dimunculkan harus dibubarkan lagi.

Lawan Hoax Neo FPI &amp; Ko…";Negative;;;
RT @seruanhl: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetapka…;Positive;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Negative;;;
"Ada bukti 

Lawan Hoax Neo FPI &amp; Kovid
#BasmiKelompokProTerorisme 
https://t.co/Ppa0pPp6Fy";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"FPI emang udeh sepantesnye dibubarin karne FPI anti Pancisila dan anti Kebhinnekaan. 
#FpiOrmasIntoleran
https://t.co/RAqVOT9IM5";Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
"RT @RETHA_Monicaa: FPI dibubarkan karena sering melanggar hukum. 

Pembubaran FPI bukan berarti pemerintah anti Islam, masih banyak organis…";Positive;;;
"RT @RETHA_Monicaa: Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1persen se…";Positive;;;
"Berikut adlh hasil survei Charta Politica tentang pandangan masyarakat terhadap pembubaran FPI. 

Sebanyak 80,1pers… https://t.co/v6oXWAiYBl";Positive;;;
"RT @MCAOps: BEM UI: ""Mendesak negara untuk mencabut SKB tentang Larangan Kegiatan,  Penggunaan Simbol dan Atribut serta Penghentian Kegiata…";Positive;;;
Tuh Ulama yg lain aja dukung Pembubaran FPI  #KadrunMunafikFPI #kadrunindukmasalah #FPI #fpiormasradikalislam… https://t.co/LBxWtWanAM;Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
"Sepakat Pembubaran FPI, Masinton: Negara Lindungi Masyarakat Dari Organisasi Yang Antidemokrasi
https://t.co/dQrczYTTNs";Positive;;;
RT @HisyamMochtar: Jika pembubaran FPI karena dituduh anggotanya ada yang terlibat terorisme. Apa salahnya bubarkan PDIP karena banyak kade…;Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
"Sahroni Minta Perdebatan soal Pembubaran FPI Diakhiri
Lawan Hoax Neo FPI &amp; Kovid #BasmiKelompokProTerorisme
https://t.co/BMSa6z29ld";Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
RT @Markonah76: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetap…;Positive;;;
RT @seruanhl: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetapka…;Positive;;;
RT @RoulinaDamanik: Dukungan pembubaran ormas FPI dari berbagai kalangan menunjukkan ormas FPI sejak dulu sudah sangat meresahkan masyaraka…;Positive;;;
"RT @denni_sauya: 5. Pembubaran Epe'i murni karena hukum, dalam AD/ART mereka pun tidak mencantumkan azas Pancasila.

Lawan Hoax Neo FPI &amp; K…";Positive;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Positive;;;
"RT @seruanhl: ""Pembubaran efpei ini sudah sangat komprehensif, jadi marilah kita akhiri perdebatan tentang dasar hukum, karena langkah peme…";Positive;;;
RT @seruanhl: Menanggapi prokontra ini, Wakil Ketua Komisi III DPR Ahmad Sahroni menyarankan sebaiknya perdebatan terkait legal atau tidakn…;Positive;;;
RT @seruanhl: Banyak pihak yang mendukung keputusan ini, namun banyak juga yang mempertanyakan, khususnya dari segi legalitas pembubaran.…;Positive;;;
"RT @seruanhl: Keputusan pemerintah membubarkan Front Pembela Islam (efpei) dan melarang berbagai kegiatan efpei masih menuai prokontra.

La…";Negative;;;
RT @seruanhl: Pembubaran efpei merupakan upaya penegakan hukum terhadap ormas yang bertentangan dengan ideologi dan persatuan bangsa ini, b…;Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Positive;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
RT @seruanhl: Eks Juru Bicara Jokowi-Maruf Amin Dedek Prayudi alias Dedek Uki membongkar borok efpei hingga dibubarkan. Dia mengomentari pe…;Positive;;;
RT @Markonah76: Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono mengatakan, polri akan melakukan pembubaran jika ormas fpi yg baru itu…;Positive;;;
"RT @denni_sauya: Perdebatan soal Pembubaran FPI Diakhiri..

Dari fakta-fakta di lapangan, sudah sewajarnya FPI dibubarkan. Banyak kegiatann…";Positive;;;
"Yang ada kalian yang membubarkan semena2 tanpa pengadilan anti demokrasi. Jangan terbalik otak mu dong.
*****
Sepak… https://t.co/AWI0ZHDzq0";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
RT @Dennysiregar7: Mungkin adek2 BEM @univ_indonesia yg protes pembubaran FPI, masih pada korengan pantatnya dan ingusnya meler2 sambil ceb…;Negative;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
RT @HisyamMochtar: Jika pembubaran FPI karena dituduh anggotanya ada yang terlibat terorisme. Apa salahnya bubarkan PDIP karena banyak kade…;Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
"RT @jitoe02: Alasan pembubaran FPI,
AD/ART nya tidak mencantumkan Pancasila,
Anggotanya banyak yg jadi teroris,
Rizieq provokasi dg penggal…";Positive;;;
"RT @OposisiCerdas: BEM UI Bantah Bela FPI: Ini soal Landasan Pembubaran Ormas
https://t.co/96CKLLPcCz";Positive;;;
RT @SAPAR752: @FaGtng @NikitaMirzani tidak munafik,terimakasih Nyai sdh turut berperan serta atas pembubaran FPI;Positive;;;
RT @Markonah76: Wakil Ketua Komisi III DPR RI dari Fraksi Partai NasDem Ahmad Sahroni menyatakan langkah pemerintah membubarkan dan menetap…;Positive;;;
"RT @LILApama2011: Pemerintah membubarkan dan melarang FPI itu udah dipertimbangkan dengan matang, untuk itu hentikan perdebatan hukum!!

La…";Positive;;;
RT @LILApama2011: Kali ini pembicaraan bukan karena kontes Pilkada, melainkan soal pernyataan Rahayu tentang pembubaran Organisasi Masyarak…;Positive;;;
RT @idtodayco: BEM UI Kecam Keras Pembubaran FPI dan Maklumat Kapolri, Ini Alasannya https://t.co/eFksfECQW0;Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
"BEM UI bantah bela FPI soal desakan cabut Pembubaran. 

Sae Unyil ngelesnya <U+0001F602> https://t.co/yUQHzBJPrp";Negative;;;
"RT @RETHA_Monicaa: FPI dibubarkan karena sering melanggar hukum. 

Pembubaran FPI bukan berarti pemerintah anti Islam, masih banyak organis…";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Negative;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Positive;;;
"RT @denni_sauya: 5. Pembubaran Epe'i murni karena hukum, dalam AD/ART mereka pun tidak mencantumkan azas Pancasila.

Lawan Hoax Neo FPI &amp; K…";Positive;;;
"RT @LILApama2011: Pemerintah membubarkan dan melarang FPI itu udah dipertimbangkan dengan matang, untuk itu hentikan perdebatan hukum!!

La…";Positive;;;
"SKB Menteri tentang Pembubaran FPI, Berarti FPI dipukul langsung keok ini gak berkutik alia KO <U+0001F602><U+0001F602><U+0001F602>

FPI Dilarang, A… https://t.co/eBmrSym5ii";Positive;;;
RT @MCAOps: BEM UI mengecam pemberangusan demokrasi dan upaya pencederaian hak asasi manusia sebagai bagian dari prinsip-prinsip negara huk…;Positive;;;
"RT @geloraco: Bantah Bela FPI, BEM UI: Ini soal Landasan Pembubaran Ormas Tanpa Peradilan
https://t.co/lyI4vy6vIt";Negative;;;
